"","page","randomnumber","start_time","question","conclusion"
"32",28,65.7362705096602,"1706126726.11067","visible_probability","NoMatch"
"33",29,65.7362705096602,"1706126726.11067","comments","NoMatch"
"34",19,30.1106947241351,"1706130233.62301","convict","Match"
"35",20,30.1106947241351,"1706130233.62301","def_comment","Match"
"36",21,30.1106947241351,"1706130233.62301","guilt_opinion","Match"
"37",22,30.1106947241351,"1706130233.62301","numeric_chance","Match"
"38",23,30.1106947241351,"1706130233.62301","hidden_probability","Match"
"39",24,30.1106947241351,"1706130233.62301","check","Match"
"40",25,30.1106947241351,"1706130233.62301","betting","Match"
"41",26,30.1106947241351,"1706130233.62301","visible_probability","Match"
"42",27,30.1106947241351,"1706130233.62301","chances_fixed","Match"
"43",28,30.1106947241351,"1706130233.62301","evidence_strength","Match"
"44",29,30.1106947241351,"1706130233.62301","comments","Match"
"45",19,77.767697465606,"1706131469.76699","convict","Match"
"46",20,77.767697465606,"1706131469.76699","def_comment","Match"
"47",21,77.767697465606,"1706131469.76699","guilt_opinion","Match"
"48",22,77.767697465606,"1706131469.76699","numeric_chance","Match"
"49",23,77.767697465606,"1706131469.76699","visible_probability","Match"
"50",24,77.767697465606,"1706131469.76699","check","Match"
"51",25,77.767697465606,"1706131469.76699","chances_fixed","Match"
"52",26,77.767697465606,"1706131469.76699","hidden_probability","Match"
"53",27,77.767697465606,"1706131469.76699","evidence_strength","Match"
"54",28,77.767697465606,"1706131469.76699","betting","Match"
"55",29,77.767697465606,"1706131469.76699","comments","Match"
"56",19,5.73087329976261,"1706133329.89312","convict","NoMatch"
"57",20,5.73087329976261,"1706133329.89312","def_comment","NoMatch"
"58",21,5.73087329976261,"1706133329.89312","guilt_opinion","NoMatch"
"59",22,5.73087329976261,"1706133329.89312","check","NoMatch"
"60",23,5.73087329976261,"1706133329.89312","hidden_probability","NoMatch"
"61",24,5.73087329976261,"1706133329.89312","evidence_strength","NoMatch"
"62",25,5.73087329976261,"1706133329.89312","chances_fixed","NoMatch"
"63",26,5.73087329976261,"1706133329.89312","betting","NoMatch"
"64",27,5.73087329976261,"1706133329.89312","visible_probability","NoMatch"
"65",28,5.73087329976261,"1706133329.89312","numeric_chance","NoMatch"
"66",29,5.73087329976261,"1706133329.89312","comments","NoMatch"
"67",19,26.6640982590616,"1706134600.9452","convict","Match"
"68",20,26.6640982590616,"1706134600.9452","def_comment","Match"
"69",21,26.6640982590616,"1706134600.9452","guilt_opinion","Match"
"70",22,26.6640982590616,"1706134600.9452","hidden_probability","Match"
"71",23,26.6640982590616,"1706134600.9452","betting","Match"
"72",24,26.6640982590616,"1706134600.9452","chances_fixed","Match"
"73",25,26.6640982590616,"1706134600.9452","visible_probability","Match"
"74",26,26.6640982590616,"1706134600.9452","evidence_strength","Match"
"75",27,26.6640982590616,"1706134600.9452","check","Match"
"76",28,26.6640982590616,"1706134600.9452","numeric_chance","Match"
"77",29,26.6640982590616,"1706134600.9452","comments","Match"
"78",19,92.9504418978468,"1706136631.48223","convict","NoMatch"
"79",20,92.9504418978468,"1706136631.48223","def_comment","NoMatch"
"80",21,92.9504418978468,"1706136631.48223","guilt_opinion","NoMatch"
"81",22,92.9504418978468,"1706136631.48223","evidence_strength","NoMatch"
"82",23,92.9504418978468,"1706136631.48223","chances_fixed","NoMatch"
"83",24,92.9504418978468,"1706136631.48223","visible_probability","NoMatch"
"84",25,92.9504418978468,"1706136631.48223","check","NoMatch"
"85",26,92.9504418978468,"1706136631.48223","betting","NoMatch"
"86",27,92.9504418978468,"1706136631.48223","hidden_probability","NoMatch"
"87",28,92.9504418978468,"1706136631.48223","numeric_chance","NoMatch"
"88",29,92.9504418978468,"1706136631.48223","comments","NoMatch"
"89",19,65.6585521996021,"1706137991.69262","convict","NoMatch"
"90",20,65.6585521996021,"1706137991.69262","def_comment","NoMatch"
"91",21,65.6585521996021,"1706137991.69262","guilt_opinion","NoMatch"
"92",22,65.6585521996021,"1706137991.69262","visible_probability","NoMatch"
"93",23,65.6585521996021,"1706137991.69262","numeric_chance","NoMatch"
"94",24,65.6585521996021,"1706137991.69262","hidden_probability","NoMatch"
"95",25,65.6585521996021,"1706137991.69262","betting","NoMatch"
"96",26,65.6585521996021,"1706137991.69262","chances_fixed","NoMatch"
"97",27,65.6585521996021,"1706137991.69262","check","NoMatch"
"98",28,65.6585521996021,"1706137991.69262","evidence_strength","NoMatch"
"99",29,65.6585521996021,"1706137991.69262","comments","NoMatch"
"100",19,88.5941922664642,"1706138458.75359","convict","Match"
"101",19,74.1846734425053,"1706138209.97346","convict","Match"
"102",20,88.5941922664642,"1706138458.75359","def_comment","Match"
"103",21,88.5941922664642,"1706138458.75359","guilt_opinion","Match"
"104",22,88.5941922664642,"1706138458.75359","check","Match"
"105",23,88.5941922664642,"1706138458.75359","evidence_strength","Match"
"106",24,88.5941922664642,"1706138458.75359","hidden_probability","Match"
"107",25,88.5941922664642,"1706138458.75359","betting","Match"
"108",20,74.1846734425053,"1706138209.97346","def_comment","Match"
"109",26,88.5941922664642,"1706138458.75359","chances_fixed","Match"
"110",21,74.1846734425053,"1706138209.97346","guilt_opinion","Match"
"111",27,88.5941922664642,"1706138458.75359","visible_probability","Match"
"112",22,74.1846734425053,"1706138209.97346","chances_fixed","Match"
"113",28,88.5941922664642,"1706138458.75359","numeric_chance","Match"
"114",23,74.1846734425053,"1706138209.97346","betting","Match"
"115",29,88.5941922664642,"1706138458.75359","comments","Match"
"116",24,74.1846734425053,"1706138209.97346","evidence_strength","Match"
"117",25,74.1846734425053,"1706138209.97346","hidden_probability","Match"
"118",26,74.1846734425053,"1706138209.97346","numeric_chance","Match"
"119",27,74.1846734425053,"1706138209.97346","check","Match"
"120",28,74.1846734425053,"1706138209.97346","visible_probability","Match"
"121",29,74.1846734425053,"1706138209.97346","comments","Match"
"122",19,67.3916017636657,"1706210838.30496","convict","Match"
"123",20,67.3916017636657,"1706210838.30496","def_comment","Match"
"124",21,67.3916017636657,"1706210838.30496","guilt_opinion","Match"
"125",22,67.3916017636657,"1706210838.30496","check","Match"
"126",23,67.3916017636657,"1706210838.30496","visible_probability","Match"
"127",24,67.3916017636657,"1706210838.30496","numeric_chance","Match"
"128",25,67.3916017636657,"1706210838.30496","hidden_probability","Match"
"129",26,67.3916017636657,"1706210838.30496","evidence_strength","Match"
"130",27,67.3916017636657,"1706210838.30496","chances_fixed","Match"
"131",28,67.3916017636657,"1706210838.30496","betting","Match"
"132",29,67.3916017636657,"1706210838.30496","comments","Match"
"133",19,76.4655640115961,"1706212389.95364","convict","NoMatch"
"134",20,76.4655640115961,"1706212389.95364","def_comment","NoMatch"
"135",21,76.4655640115961,"1706212389.95364","guilt_opinion","NoMatch"
"136",22,76.4655640115961,"1706212389.95364","betting","NoMatch"
"137",23,76.4655640115961,"1706212389.95364","hidden_probability","NoMatch"
"138",24,76.4655640115961,"1706212389.95364","check","NoMatch"
"139",25,76.4655640115961,"1706212389.95364","chances_fixed","NoMatch"
"140",26,76.4655640115961,"1706212389.95364","evidence_strength","NoMatch"
"141",27,76.4655640115961,"1706212389.95364","numeric_chance","NoMatch"
"142",28,76.4655640115961,"1706212389.95364","visible_probability","NoMatch"
"143",29,76.4655640115961,"1706212389.95364","comments","NoMatch"
"144",19,4.81148788239807,"1706214683.00767","convict","NoMatch"
"145",20,4.81148788239807,"1706214683.00767","def_comment","NoMatch"
"146",21,4.81148788239807,"1706214683.00767","guilt_opinion","NoMatch"
"147",22,4.81148788239807,"1706214683.00767","evidence_strength","NoMatch"
"148",23,4.81148788239807,"1706214683.00767","betting","NoMatch"
"149",24,4.81148788239807,"1706214683.00767","chances_fixed","NoMatch"
"150",25,4.81148788239807,"1706214683.00767","hidden_probability","NoMatch"
"151",26,4.81148788239807,"1706214683.00767","numeric_chance","NoMatch"
"152",27,4.81148788239807,"1706214683.00767","visible_probability","NoMatch"
"153",28,4.81148788239807,"1706214683.00767","check","NoMatch"
"154",29,4.81148788239807,"1706214683.00767","comments","NoMatch"
"155",19,81.9599739974365,"1706219790.92194","convict","NoMatch"
"156",18,17.5027804914862,"1706219868.43133","convict","Match"
"157",20,81.9599739974365,"1706219790.92194","def_comment","NoMatch"
"158",21,81.9599739974365,"1706219790.92194","guilt_opinion","NoMatch"
"159",22,81.9599739974365,"1706219790.92194","evidence_strength","NoMatch"
"160",23,81.9599739974365,"1706219790.92194","visible_probability","NoMatch"
"161",19,17.5027804914862,"1706219868.43133","def_comment","Match"
"162",20,17.5027804914862,"1706219868.43133","guilt_opinion","Match"
"163",21,17.5027804914862,"1706219868.43133","evidence_strength","Match"
"164",22,17.5027804914862,"1706219868.43133","check","Match"
"165",24,81.9599739974365,"1706219790.92194","numeric_chance","NoMatch"
"166",25,81.9599739974365,"1706219790.92194","hidden_probability","NoMatch"
"167",26,81.9599739974365,"1706219790.92194","betting","NoMatch"
"168",27,81.9599739974365,"1706219790.92194","chances_fixed","NoMatch"
"169",28,81.9599739974365,"1706219790.92194","check","NoMatch"
"170",23,17.5027804914862,"1706219868.43133","numeric_chance","Match"
"171",29,81.9599739974365,"1706219790.92194","comments","NoMatch"
"172",24,17.5027804914862,"1706219868.43133","hidden_probability","Match"
"173",25,17.5027804914862,"1706219868.43133","chances_fixed","Match"
"174",26,17.5027804914862,"1706219868.43133","betting","Match"
"175",27,17.5027804914862,"1706219868.43133","visible_probability","Match"
"176",28,17.5027804914862,"1706219868.43133","comments","Match"
"177",19,41.1890884395689,"1706222003.27131","convict","NoMatch"
"178",20,41.1890884395689,"1706222003.27131","def_comment","NoMatch"
"179",21,41.1890884395689,"1706222003.27131","guilt_opinion","NoMatch"
"180",22,41.1890884395689,"1706222003.27131","evidence_strength","NoMatch"
"181",23,41.1890884395689,"1706222003.27131","hidden_probability","NoMatch"
"182",24,41.1890884395689,"1706222003.27131","betting","NoMatch"
"183",25,41.1890884395689,"1706222003.27131","chances_fixed","NoMatch"
"184",26,41.1890884395689,"1706222003.27131","visible_probability","NoMatch"
"185",27,41.1890884395689,"1706222003.27131","check","NoMatch"
"186",28,41.1890884395689,"1706222003.27131","numeric_chance","NoMatch"
"187",29,41.1890884395689,"1706222003.27131","comments","NoMatch"
"188",19,5.12320278212428,"1706227456.84737","convict","Match"
"189",20,5.12320278212428,"1706227456.84737","def_comment","Match"
"190",21,5.12320278212428,"1706227456.84737","guilt_opinion","Match"
"191",22,5.12320278212428,"1706227456.84737","visible_probability","Match"
"192",23,5.12320278212428,"1706227456.84737","betting","Match"
"193",24,5.12320278212428,"1706227456.84737","evidence_strength","Match"
"194",25,5.12320278212428,"1706227456.84737","chances_fixed","Match"
"195",26,5.12320278212428,"1706227456.84737","check","Match"
"196",27,5.12320278212428,"1706227456.84737","numeric_chance","Match"
"197",28,5.12320278212428,"1706227456.84737","hidden_probability","Match"
"198",29,5.12320278212428,"1706227456.84737","comments","Match"
"199",18,77.3973629809916,"1706227894.78288","convict","NoMatch"
"200",19,77.3973629809916,"1706227894.78288","def_comment","NoMatch"
"201",20,77.3973629809916,"1706227894.78288","guilt_opinion","NoMatch"
"202",21,77.3973629809916,"1706227894.78288","numeric_chance","NoMatch"
"203",22,77.3973629809916,"1706227894.78288","betting","NoMatch"
"204",23,77.3973629809916,"1706227894.78288","check","NoMatch"
"205",24,77.3973629809916,"1706227894.78288","evidence_strength","NoMatch"
"206",25,77.3973629809916,"1706227894.78288","hidden_probability","NoMatch"
"207",26,77.3973629809916,"1706227894.78288","chances_fixed","NoMatch"
"208",27,77.3973629809916,"1706227894.78288","visible_probability","NoMatch"
"209",28,77.3973629809916,"1706227894.78288","comments","NoMatch"
"210",18,55.3554711863399,"1706229388.1162","convict","Match"
"211",19,55.3554711863399,"1706229388.1162","def_comment","Match"
"212",20,55.3554711863399,"1706229388.1162","guilt_opinion","Match"
"213",21,55.3554711863399,"1706229388.1162","numeric_chance","Match"
"214",19,94.4486653199419,"1706229334.93215","convict","Match"
"215",22,55.3554711863399,"1706229388.1162","betting","Match"
"216",23,55.3554711863399,"1706229388.1162","check","Match"
"217",24,55.3554711863399,"1706229388.1162","visible_probability","Match"
"218",25,55.3554711863399,"1706229388.1162","evidence_strength","Match"
"219",20,94.4486653199419,"1706229334.93215","def_comment","Match"
"220",21,94.4486653199419,"1706229334.93215","guilt_opinion","Match"
"221",26,55.3554711863399,"1706229388.1162","hidden_probability","Match"
"222",22,94.4486653199419,"1706229334.93215","visible_probability","Match"
"223",27,55.3554711863399,"1706229388.1162","chances_fixed","Match"
"224",23,94.4486653199419,"1706229334.93215","numeric_chance","Match"
"225",24,94.4486653199419,"1706229334.93215","evidence_strength","Match"
"226",25,94.4486653199419,"1706229334.93215","hidden_probability","Match"
"227",28,55.3554711863399,"1706229388.1162","comments","Match"
"228",19,93.7483956106007,"1706230705.0658","convict","NoMatch"
"229",20,93.7483956106007,"1706230705.0658","def_comment","NoMatch"
"230",21,93.7483956106007,"1706230705.0658","guilt_opinion","NoMatch"
"231",22,93.7483956106007,"1706230705.0658","numeric_chance","NoMatch"
"232",23,93.7483956106007,"1706230705.0658","check","NoMatch"
"233",24,93.7483956106007,"1706230705.0658","visible_probability","NoMatch"
"234",25,93.7483956106007,"1706230705.0658","betting","NoMatch"
"235",26,93.7483956106007,"1706230705.0658","chances_fixed","NoMatch"
"236",27,93.7483956106007,"1706230705.0658","evidence_strength","NoMatch"
"237",28,93.7483956106007,"1706230705.0658","hidden_probability","NoMatch"
"238",29,93.7483956106007,"1706230705.0658","comments","NoMatch"
"239",19,6.65063327178359,"1706231459.19021","convict","Match"
"240",20,6.65063327178359,"1706231459.19021","def_comment","Match"
"241",21,6.65063327178359,"1706231459.19021","guilt_opinion","Match"
"242",22,6.65063327178359,"1706231459.19021","chances_fixed","Match"
"243",23,6.65063327178359,"1706231459.19021","evidence_strength","Match"
"244",24,6.65063327178359,"1706231459.19021","numeric_chance","Match"
"245",25,6.65063327178359,"1706231459.19021","hidden_probability","Match"
"246",26,6.65063327178359,"1706231459.19021","check","Match"
"247",27,6.65063327178359,"1706231459.19021","visible_probability","Match"
"248",28,6.65063327178359,"1706231459.19021","betting","Match"
"249",29,6.65063327178359,"1706231459.19021","comments","Match"
"250",19,83.392433822155,"1706232949.37468","convict","NoMatch"
"251",20,83.392433822155,"1706232949.37468","def_comment","NoMatch"
"252",21,83.392433822155,"1706232949.37468","guilt_opinion","NoMatch"
"253",22,83.392433822155,"1706232949.37468","hidden_probability","NoMatch"
"254",23,83.392433822155,"1706232949.37468","check","NoMatch"
"255",24,83.392433822155,"1706232949.37468","betting","NoMatch"
"256",25,83.392433822155,"1706232949.37468","chances_fixed","NoMatch"
"257",26,83.392433822155,"1706232949.37468","evidence_strength","NoMatch"
"258",27,83.392433822155,"1706232949.37468","visible_probability","NoMatch"
"259",28,83.392433822155,"1706232949.37468","numeric_chance","NoMatch"
"260",29,83.392433822155,"1706232949.37468","comments","NoMatch"
"261",18,34.6268392167985,"1706233013.9178","convict","Match"
"262",19,34.6268392167985,"1706233013.9178","def_comment","Match"
"263",20,34.6268392167985,"1706233013.9178","guilt_opinion","Match"
"264",21,34.6268392167985,"1706233013.9178","visible_probability","Match"
"265",22,34.6268392167985,"1706233013.9178","betting","Match"
"266",23,34.6268392167985,"1706233013.9178","hidden_probability","Match"
"267",24,34.6268392167985,"1706233013.9178","evidence_strength","Match"
"268",25,34.6268392167985,"1706233013.9178","numeric_chance","Match"
"269",26,34.6268392167985,"1706233013.9178","check","Match"
"270",27,34.6268392167985,"1706233013.9178","chances_fixed","Match"
"271",28,34.6268392167985,"1706233013.9178","comments","Match"
"272",19,72.8401005500928,"1706236198.75422","convict","Match"
"273",20,72.8401005500928,"1706236198.75422","def_comment","Match"
"274",21,72.8401005500928,"1706236198.75422","guilt_opinion","Match"
"275",22,72.8401005500928,"1706236198.75422","visible_probability","Match"
"276",23,72.8401005500928,"1706236198.75422","betting","Match"
"277",24,72.8401005500928,"1706236198.75422","check","Match"
"278",25,72.8401005500928,"1706236198.75422","hidden_probability","Match"
"279",26,72.8401005500928,"1706236198.75422","chances_fixed","Match"
"280",27,72.8401005500928,"1706236198.75422","evidence_strength","Match"
"281",28,72.8401005500928,"1706236198.75422","numeric_chance","Match"
"282",29,72.8401005500928,"1706236198.75422","comments","Match"
"283",19,15.5597139149904,"1706237120.90802","convict","Match"
"284",20,15.5597139149904,"1706237120.90802","def_comment","Match"
"285",21,15.5597139149904,"1706237120.90802","guilt_opinion","Match"
"286",22,15.5597139149904,"1706237120.90802","betting","Match"
"287",23,15.5597139149904,"1706237120.90802","visible_probability","Match"
"288",24,15.5597139149904,"1706237120.90802","numeric_chance","Match"
"289",25,15.5597139149904,"1706237120.90802","evidence_strength","Match"
"290",26,15.5597139149904,"1706237120.90802","check","Match"
"291",27,15.5597139149904,"1706237120.90802","chances_fixed","Match"
"292",28,15.5597139149904,"1706237120.90802","hidden_probability","Match"
"293",29,15.5597139149904,"1706237120.90802","comments","Match"
"294",19,43.9650378422812,"1706238054.46806","convict","NoMatch"
"295",20,43.9650378422812,"1706238054.46806","def_comment","NoMatch"
"296",21,43.9650378422812,"1706238054.46806","guilt_opinion","NoMatch"
"297",22,43.9650378422812,"1706238054.46806","visible_probability","NoMatch"
"298",23,43.9650378422812,"1706238054.46806","numeric_chance","NoMatch"
"299",24,43.9650378422812,"1706238054.46806","evidence_strength","NoMatch"
"300",25,43.9650378422812,"1706238054.46806","hidden_probability","NoMatch"
"301",26,43.9650378422812,"1706238054.46806","check","NoMatch"
"302",27,43.9650378422812,"1706238054.46806","betting","NoMatch"
"303",28,43.9650378422812,"1706238054.46806","chances_fixed","NoMatch"
"304",29,43.9650378422812,"1706238054.46806","comments","NoMatch"
"305",19,60.6495359912515,"1706239691.33457","convict","NoMatch"
"306",20,60.6495359912515,"1706239691.33457","def_comment","NoMatch"
"307",21,60.6495359912515,"1706239691.33457","guilt_opinion","NoMatch"
"308",22,60.6495359912515,"1706239691.33457","hidden_probability","NoMatch"
"309",23,60.6495359912515,"1706239691.33457","numeric_chance","NoMatch"
"310",24,60.6495359912515,"1706239691.33457","check","NoMatch"
"311",25,60.6495359912515,"1706239691.33457","evidence_strength","NoMatch"
"312",26,60.6495359912515,"1706239691.33457","chances_fixed","NoMatch"
"313",27,60.6495359912515,"1706239691.33457","betting","NoMatch"
"314",28,60.6495359912515,"1706239691.33457","visible_probability","NoMatch"
"315",29,60.6495359912515,"1706239691.33457","comments","NoMatch"
"316",19,31.911884364672,"1706278329.89423","convict","Match"
"317",20,31.911884364672,"1706278329.89423","def_comment","Match"
"318",21,31.911884364672,"1706278329.89423","guilt_opinion","Match"
"319",22,31.911884364672,"1706278329.89423","check","Match"
"320",23,31.911884364672,"1706278329.89423","chances_fixed","Match"
"321",24,31.911884364672,"1706278329.89423","hidden_probability","Match"
"322",25,31.911884364672,"1706278329.89423","evidence_strength","Match"
"323",26,31.911884364672,"1706278329.89423","betting","Match"
"324",27,31.911884364672,"1706278329.89423","numeric_chance","Match"
"325",28,31.911884364672,"1706278329.89423","visible_probability","Match"
"326",29,31.911884364672,"1706278329.89423","comments","Match"
"327",18,66.9786166865379,"1706278420.73337","convict","NoMatch"
"328",19,66.9786166865379,"1706278420.73337","def_comment","NoMatch"
"329",20,66.9786166865379,"1706278420.73337","guilt_opinion","NoMatch"
"330",21,66.9786166865379,"1706278420.73337","betting","NoMatch"
"331",22,66.9786166865379,"1706278420.73337","evidence_strength","NoMatch"
"332",23,66.9786166865379,"1706278420.73337","numeric_chance","NoMatch"
"333",24,66.9786166865379,"1706278420.73337","hidden_probability","NoMatch"
"334",25,66.9786166865379,"1706278420.73337","check","NoMatch"
"335",26,66.9786166865379,"1706278420.73337","chances_fixed","NoMatch"
"336",27,66.9786166865379,"1706278420.73337","visible_probability","NoMatch"
"337",28,66.9786166865379,"1706278420.73337","comments","NoMatch"
"338",18,10.6593475677073,"1706279925.53531","convict","NoMatch"
"339",19,10.6593475677073,"1706279925.53531","def_comment","NoMatch"
"340",20,10.6593475677073,"1706279925.53531","guilt_opinion","NoMatch"
"341",21,10.6593475677073,"1706279925.53531","hidden_probability","NoMatch"
"342",22,10.6593475677073,"1706279925.53531","betting","NoMatch"
"343",23,10.6593475677073,"1706279925.53531","numeric_chance","NoMatch"
"344",24,10.6593475677073,"1706279925.53531","visible_probability","NoMatch"
"345",25,10.6593475677073,"1706279925.53531","chances_fixed","NoMatch"
"346",26,10.6593475677073,"1706279925.53531","evidence_strength","NoMatch"
"347",27,10.6593475677073,"1706279925.53531","check","NoMatch"
"348",28,10.6593475677073,"1706279925.53531","comments","NoMatch"
"349",18,81.4581445651129,"1706279843.06494","convict","NoMatch"
"350",19,81.4581445651129,"1706279843.06494","def_comment","NoMatch"
"351",20,81.4581445651129,"1706279843.06494","guilt_opinion","NoMatch"
"352",21,81.4581445651129,"1706279843.06494","chances_fixed","NoMatch"
"353",22,81.4581445651129,"1706279843.06494","hidden_probability","NoMatch"
"354",23,81.4581445651129,"1706279843.06494","numeric_chance","NoMatch"
"355",24,81.4581445651129,"1706279843.06494","check","NoMatch"
"356",25,81.4581445651129,"1706279843.06494","evidence_strength","NoMatch"
"357",26,81.4581445651129,"1706279843.06494","betting","NoMatch"
"358",27,81.4581445651129,"1706279843.06494","visible_probability","NoMatch"
"359",28,81.4581445651129,"1706279843.06494","comments","NoMatch"
"360",19,15.226727980189,"1706279956.06875","convict","NoMatch"
"361",20,15.226727980189,"1706279956.06875","def_comment","NoMatch"
"362",21,15.226727980189,"1706279956.06875","guilt_opinion","NoMatch"
"363",22,15.226727980189,"1706279956.06875","hidden_probability","NoMatch"
"364",23,15.226727980189,"1706279956.06875","betting","NoMatch"
"365",24,15.226727980189,"1706279956.06875","numeric_chance","NoMatch"
"366",25,15.226727980189,"1706279956.06875","check","NoMatch"
"367",26,15.226727980189,"1706279956.06875","chances_fixed","NoMatch"
"368",27,15.226727980189,"1706279956.06875","visible_probability","NoMatch"
"369",28,15.226727980189,"1706279956.06875","evidence_strength","NoMatch"
"370",29,15.226727980189,"1706279956.06875","comments","NoMatch"
"371",18,60.8519374625757,"1706281264.37745","convict","Match"
"372",19,60.8519374625757,"1706281264.37745","def_comment","Match"
"373",20,60.8519374625757,"1706281264.37745","guilt_opinion","Match"
"374",21,60.8519374625757,"1706281264.37745","visible_probability","Match"
"375",22,60.8519374625757,"1706281264.37745","betting","Match"
"376",23,60.8519374625757,"1706281264.37745","chances_fixed","Match"
"377",24,60.8519374625757,"1706281264.37745","check","Match"
"378",25,60.8519374625757,"1706281264.37745","hidden_probability","Match"
"379",26,60.8519374625757,"1706281264.37745","evidence_strength","Match"
"380",27,60.8519374625757,"1706281264.37745","numeric_chance","Match"
"381",28,60.8519374625757,"1706281264.37745","comments","Match"
"382",19,18.5732107143849,"1706282312.71991","convict","NoMatch"
"383",20,18.5732107143849,"1706282312.71991","def_comment","NoMatch"
"384",21,18.5732107143849,"1706282312.71991","guilt_opinion","NoMatch"
"385",22,18.5732107143849,"1706282312.71991","hidden_probability","NoMatch"
"386",23,18.5732107143849,"1706282312.71991","evidence_strength","NoMatch"
"387",24,18.5732107143849,"1706282312.71991","visible_probability","NoMatch"
"388",25,18.5732107143849,"1706282312.71991","numeric_chance","NoMatch"
"389",26,18.5732107143849,"1706282312.71991","betting","NoMatch"
"390",27,18.5732107143849,"1706282312.71991","chances_fixed","NoMatch"
"391",28,18.5732107143849,"1706282312.71991","check","NoMatch"
"392",29,18.5732107143849,"1706282312.71991","comments","NoMatch"
"393",18,2.5292090838775,"1706282464.60167","convict","Match"
"394",19,2.5292090838775,"1706282464.60167","def_comment","Match"
"395",20,2.5292090838775,"1706282464.60167","guilt_opinion","Match"
"396",21,2.5292090838775,"1706282464.60167","hidden_probability","Match"
"397",22,2.5292090838775,"1706282464.60167","check","Match"
"398",23,2.5292090838775,"1706282464.60167","numeric_chance","Match"
"399",24,2.5292090838775,"1706282464.60167","visible_probability","Match"
"400",25,2.5292090838775,"1706282464.60167","chances_fixed","Match"
"401",26,2.5292090838775,"1706282464.60167","evidence_strength","Match"
"402",27,2.5292090838775,"1706282464.60167","betting","Match"
"403",28,2.5292090838775,"1706282464.60167","comments","Match"
"404",18,92.7955627441406,"1706283178.67737","convict","Match"
"405",19,92.7955627441406,"1706283178.67737","def_comment","Match"
"406",20,92.7955627441406,"1706283178.67737","guilt_opinion","Match"
"407",21,92.7955627441406,"1706283178.67737","chances_fixed","Match"
"408",22,92.7955627441406,"1706283178.67737","visible_probability","Match"
"409",23,92.7955627441406,"1706283178.67737","check","Match"
"410",24,92.7955627441406,"1706283178.67737","numeric_chance","Match"
"411",25,92.7955627441406,"1706283178.67737","hidden_probability","Match"
"412",26,92.7955627441406,"1706283178.67737","evidence_strength","Match"
"413",27,92.7955627441406,"1706283178.67737","betting","Match"
"414",28,92.7955627441406,"1706283178.67737","comments","Match"
"415",18,16.3766237674281,"1706283891.30204","convict","NoMatch"
"416",19,16.3766237674281,"1706283891.30204","def_comment","NoMatch"
"417",20,16.3766237674281,"1706283891.30204","guilt_opinion","NoMatch"
"418",18,4.13415778893977,"1706283667.47989","convict","Match"
"419",21,16.3766237674281,"1706283891.30204","numeric_chance","NoMatch"
"420",22,16.3766237674281,"1706283891.30204","check","NoMatch"
"421",23,16.3766237674281,"1706283891.30204","hidden_probability","NoMatch"
"422",19,4.13415778893977,"1706283667.47989","def_comment","Match"
"423",24,16.3766237674281,"1706283891.30204","betting","NoMatch"
"424",20,4.13415778893977,"1706283667.47989","guilt_opinion","Match"
"425",25,16.3766237674281,"1706283891.30204","evidence_strength","NoMatch"
