"","X","page","time","randomnumber","start_time","notes","conclusion","clean_prints","length","nchar_notes","edit_distance","clean_length","normal_outlier","mean","sd","outlier_bin","lcs_notes","page_notes"
"11",11,7,1706124266.39938,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,703.528374284891,40.2916666666667,165.809176904556,FALSE,NA,""
"12",12,8,1706124268.78377,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,111.880144059498,4.42948717948718,26.8626642200028,FALSE,NA,""
"13",13,9,1706124301.36735,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,657.872301123405,41.9292604501608,153.985760168311,FALSE,NA,""
"14",14,10,1706124351.35001,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,936.779877093541,33.5144694533762,225.816351910041,FALSE,NA,""
"15",15,11,1706124365.10335,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,637.803167848742,35.8709677419355,150.483050026702,FALSE,NA,""
"16",16,12,1706124433.23954,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,""
"17",17,13,1706124480.6458,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,""
"18",18,14,1706124537.83054,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,""
"19",19,15,1706124577.3108,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,445.708962150686,21.1596091205212,106.137338257541,FALSE,NA,""
"20",20,16,1706124612.51337,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,394.035604171577,25.3908794788274,92.1611811731873,FALSE,NA,""
"21",21,17,1706124636.66464,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,140.64414279911,6.85294117647059,33.4478004056598,FALSE,NA,""
"22",22,18,1706124676.2017,67.6017088117078,1706123758.77487,"Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1,112,"",0,0,39.3413957985423,1.30508474576271,9.50907776319488,FALSE,NA,""
"23",23,5,1706125783.95067,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,266.940399458055,35.2707006369427,57.9174247052782,FALSE,NA,""
"24",24,6,1706125790.71133,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,1132.80513953521,120.201277955272,253.150965394985,FALSE,NA,""
"25",25,7,1706125815.13165,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,703.528374284891,40.2916666666667,165.809176904556,FALSE,NA,""
"26",26,8,1706125816.42466,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,111.880144059498,4.42948717948718,26.8626642200028,FALSE,NA,""
"27",27,9,1706125823.15267,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,657.872301123405,41.9292604501608,153.985760168311,FALSE,NA,""
"28",28,10,1706125842.65256,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,936.779877093541,33.5144694533762,225.816351910041,FALSE,NA,""
"29",29,11,1706125848.89431,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,637.803167848742,35.8709677419355,150.483050026702,FALSE,NA,""
"30",30,12,1706125882.91079,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,""
"31",31,13,1706125910.56487,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,""
"32",32,14,1706125947.81668,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,""
"33",33,15,1706125971.34396,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,445.708962150686,21.1596091205212,106.137338257541,FALSE,NA,""
"34",34,16,1706125989.19739,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,394.035604171577,25.3908794788274,92.1611811731873,FALSE,NA,""
"35",35,17,1706126017.03644,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,140.64414279911,6.85294117647059,33.4478004056598,FALSE,NA,""
"36",36,18,1706126022.76048,43.9092888729647,1706125742.12596,"","NoMatch",75,0,"",0,0,39.3413957985423,1.30508474576271,9.50907776319488,FALSE,NA,""
"37",37,5,1706126872.3887,65.7362705096602,1706126726.11067,"","NoMatch",113,0,"",0,0,266.940399458055,35.2707006369427,57.9174247052782,FALSE,NA,""
"38",38,6,1706126920.87703,65.7362705096602,1706126726.11067,"dfdt willful d/c firearm place of business pleaded not guilty","NoMatch",113,61,"dfdt willful d/c firearm place of business pleaded not guilty",0,61,1132.80513953521,120.201277955272,253.150965394985,FALSE,NA,"dfdt willful d/c firearm place of business pleaded not guilty"
"39",39,7,1706127369.84177,65.7362705096602,1706126726.11067,"dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting","NoMatch",113,620,"
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting",0,559,703.528374284891,40.2916666666667,165.809176904556,FALSE,NA,"
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting"
"40",40,8,1706127372.04682,65.7362705096602,1706126726.11067,"dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting","NoMatch",113,620,"",0,0,111.880144059498,4.42948717948718,26.8626642200028,FALSE,NA,""
"41",41,9,1706127421.1885,65.7362705096602,1706126726.11067,"dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith","NoMatch",113,651,"

prosecution calls terry smith",0,31,657.872301123405,41.9292604501608,153.985760168311,FALSE,NA,"

prosecution calls terry smith"
"42",42,10,1706127583.3163,65.7362705096602,1706126726.11067,"dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited","NoMatch",113,888,". local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited",0,237,936.779877093541,33.5144694533762,225.816351910041,FALSE,NA,". local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited"
"43",43,11,1706127641.63711,65.7362705096602,1706126726.11067,"dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts","NoMatch",113,948,"

pros. - opinion witness on firearms ID, opinions and facts",0,60,637.803167848742,35.8709677419355,150.483050026702,FALSE,NA,"

pros. - opinion witness on firearms ID, opinions and facts"
"44",44,12,1706128096.75088,65.7362705096602,1706126726.11067,"dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut ito the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet.","NoMatch",113,1449,"

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut ito the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet.",0,501,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,"

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut ito the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet."
"45",45,13,1706128289.11747,65.7362705096602,1706126726.11067,"dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut into the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet.

test fired bullets, use lab ammo and fire 2 at a time to compare, compare my test shot to test shot, then I would compare it to the fired evidence. test fires also had 6 lands right twist","NoMatch",113,1639,".

test fired bullets, use lab ammo and fire 2 at a time to compare, compare my test shot to test shot, then I would compare it to the fired evidence. test fires also had 6 lands right twist",2,190,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,".

test fired bullets, use lab ammo and fire 2 at a time to compare, compare my test shot to test shot, then I would compare it to the fired evidence. test fires also had 6 lands right twist"
"46",46,14,1706128412.78651,65.7362705096602,1706126726.11067,"dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut into the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet.

test fired bullets, use lab ammo and fire 2 at a time to compare, compare my test shot to test shot, then I would compare it to the fired evidence. test fires also had 6 lands right twist. 

the accidental, random marks on the bullets from the firing process were substantially different - enough so to conclude that the two bullets were likely fired from different guns.","NoMatch",113,1823,". 

the accidental, random marks on the bullets from the firing process were substantially different - enough so to conclude that the two bullets were likely fired from different guns.",0,184,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,". 

the accidental, random marks on the bullets from the firing process were substantially different - enough so to conclude that the two bullets were likely fired from different guns."
