"","page","time","randomnumber","start_time","notes","conclusion","clean_prints"
"11",7,"1706124266.39938",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"12",8,"1706124268.78377",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"13",9,"1706124301.36735",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"14",10,"1706124351.35001",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"15",11,"1706124365.10335",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"16",12,"1706124433.23954",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"17",13,"1706124480.6458",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"18",14,"1706124537.83054",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"19",15,"1706124577.3108",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"20",16,"1706124612.51337",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"21",17,"1706124636.66464",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"22",18,"1706124676.2017",67.6017088117078,"1706123758.77487","Richard Cole - has been charged with willfully discharging a firearm in a place of business - pleaded not guilty","NoMatch",1
"23",5,"1706125783.95067",43.9092888729647,"1706125742.12596","","NoMatch",75
"24",6,"1706125790.71133",43.9092888729647,"1706125742.12596","","NoMatch",75
"25",7,"1706125815.13165",43.9092888729647,"1706125742.12596","","NoMatch",75
"26",8,"1706125816.42466",43.9092888729647,"1706125742.12596","","NoMatch",75
"27",9,"1706125823.15267",43.9092888729647,"1706125742.12596","","NoMatch",75
"28",10,"1706125842.65256",43.9092888729647,"1706125742.12596","","NoMatch",75
"29",11,"1706125848.89431",43.9092888729647,"1706125742.12596","","NoMatch",75
"30",12,"1706125882.91079",43.9092888729647,"1706125742.12596","","NoMatch",75
"31",13,"1706125910.56487",43.9092888729647,"1706125742.12596","","NoMatch",75
"32",14,"1706125947.81668",43.9092888729647,"1706125742.12596","","NoMatch",75
"33",15,"1706125971.34396",43.9092888729647,"1706125742.12596","","NoMatch",75
"34",16,"1706125989.19739",43.9092888729647,"1706125742.12596","","NoMatch",75
"35",17,"1706126017.03644",43.9092888729647,"1706125742.12596","","NoMatch",75
"36",18,"1706126022.76048",43.9092888729647,"1706125742.12596","","NoMatch",75
"37",5,"1706126872.3887",65.7362705096602,"1706126726.11067","","NoMatch",113
"38",6,"1706126920.87703",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty","NoMatch",113
"39",7,"1706127369.84177",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting","NoMatch",113
"40",8,"1706127372.04682",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting","NoMatch",113
"41",9,"1706127421.1885",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith","NoMatch",113
"42",10,"1706127583.3163",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited","NoMatch",113
"43",11,"1706127641.63711",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts","NoMatch",113
"44",12,"1706128096.75088",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut ito the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet.","NoMatch",113
"45",13,"1706128289.11747",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut into the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet.

test fired bullets, use lab ammo and fire 2 at a time to compare, compare my test shot to test shot, then I would compare it to the fired evidence. test fires also had 6 lands right twist","NoMatch",113
"46",14,"1706128412.78651",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut into the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet.

test fired bullets, use lab ammo and fire 2 at a time to compare, compare my test shot to test shot, then I would compare it to the fired evidence. test fires also had 6 lands right twist. 

the accidental, random marks on the bullets from the firing process were substantially different - enough so to conclude that the two bullets were likely fired from different guns.","NoMatch",113
"47",15,"1706128519.85528",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut into the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet.

test fired bullets, use lab ammo and fire 2 at a time to compare, compare my test shot to test shot, then I would compare it to the fired evidence. test fires also had 6 lands right twist. 

the accidental, random marks on the bullets from the firing process were substantially different - enough so to conclude that the two bullets were likely fired from different guns. 

each bullet from the same gun will be marked slightly diff","NoMatch",113
"48",16,"1706128677.51308",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut into the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet.

test fired bullets, use lab ammo and fire 2 at a time to compare, compare my test shot to test shot, then I would compare it to the fired evidence. test fires also had 6 lands right twist. 

the accidental, random marks on the bullets from the firing process were substantially different - enough so to conclude that the two bullets were likely fired from different guns. 

each bullet from the same gun will be marked slightly diff

defense - process is not fixed or numerical r/t examining, it's subjective, smith can't say anything about WHO shot gun","NoMatch",113
"49",17,"1706128788.00723",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut into the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet.

test fired bullets, use lab ammo and fire 2 at a time to compare, compare my test shot to test shot, then I would compare it to the fired evidence. test fires also had 6 lands right twist. 

the accidental, random marks on the bullets from the firing process were substantially different - enough so to conclude that the two bullets were likely fired from different guns. 

each bullet from the same gun will be marked slightly diff

defense - process is not fixed or numerical r/t examining, it's subjective, smith can't say anything about WHO shot gun
smith - opinion 100% sure bullets were fired from diff guns. believes false neg rate is less than 3%","NoMatch",113
"50",18,"1706128816.73239",65.7362705096602,"1706126726.11067","dfdt willful d/c firearm place of business pleaded not guilty
entered, w/d firearm, shot ceiling, demanded money, left without money, no injury
clerk didn't get a close look at robber, no identification, wore ski mask. when handing money to robber pressed hidden alarm to call police, alarm scared robber and fled
det. arrived at store, interviewed cerk, recovered 9mm from ceiling, was collected to be forensically analyzed
2 days later: dfdt was pulled over for speeding by police, search of vehicle 9mm legally licensed to dfdt. bc same caliber, confiscated for testing, then dfdt charged/ arrested for store shooting

prosecution calls terry smith. local police firearms examiner, 7y, looks at cartridge cases and bullets to determine whether they were fired from a particular firearm, qualifications incl. BS, 2y training in crime scene unit, tested in proficiency and lab accredited

pros. - opinion witness on firearms ID, opinions and facts

Smith compared crime scene bullet to test fire from dfdt's gun at traffic stop

Smith looks at lands and grooves, cut into the barrel, each particular file has a different combination of lands and grooves, scratches the random imperfections of that barrel into the bullet, counted:  This bullet had six lands. And the interior of the barrel, the barrel will either twist right or it will twist left. And in this particular case, the barrel twists right. And you can see that by looking at the bullet.

test fired bullets, use lab ammo and fire 2 at a time to compare, compare my test shot to test shot, then I would compare it to the fired evidence. test fires also had 6 lands right twist. 

the accidental, random marks on the bullets from the firing process were substantially different - enough so to conclude that the two bullets were likely fired from different guns. 

each bullet from the same gun will be marked slightly diff

defense - process is not fixed or numerical r/t examining, it's subjective, smith can't say anything about WHO shot gun
smith - opinion 100% sure bullets were fired from diff guns. believes false neg rate is less than 3%","NoMatch",113
"51",5,"1706130328.29817",30.1106947241351,"1706130233.62301","","Match",73
"52",6,"1706130347.42269",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"53",7,"1706130470.13426",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"54",8,"1706130471.98768",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"55",9,"1706130490.25027",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"56",10,"1706130509.80005",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"57",11,"1706130528.92737",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"58",12,"1706130567.62474",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"59",13,"1706130607.19874",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"60",14,"1706130631.73644",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"61",15,"1706130667.50275",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"62",16,"1706130696.55722",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"63",17,"1706130719.7705",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"64",18,"1706130725.18166",30.1106947241351,"1706130233.62301","ichard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","Match",73
"65",5,"1706131652.12814",77.767697465606,"1706131469.76699","","Match",144
"66",6,"1706131690.65438",77.767697465606,"1706131469.76699"," defendant - Richard Cole - plead not guilty
felony - willfully discharging a firearm in a place of business","Match",144
"67",7,"1706131850.24216",77.767697465606,"1706131469.76699"," defendant - Richard Cole - plead not guilty
felony - willfully discharging a firearm in a place of business

clerk could not ID robber face
fired a shot into the ceiling, and then demanded money (left w/o money, no one was hurt)
defendant arrested days later during vehicle search for possession of firearm w same caliber (9mm)","Match",144
"68",8,"1706131852.65609",77.767697465606,"1706131469.76699"," defendant - Richard Cole - plead not guilty
felony - willfully discharging a firearm in a place of business

clerk could not ID robber face
fired a shot into the ceiling, and then demanded money (left w/o money, no one was hurt)
defendant arrested days later during vehicle search for possession of firearm w same caliber (9mm)","Match",144
"69",9,"1706131976.45512",77.767697465606,"1706131469.76699"," defendant - Richard Cole - plead not guilty
felony - willfully discharging a firearm in a place of business

clerk could not ID robber face
fired a shot into the ceiling, and then demanded money (left w/o money, no one was hurt)
defendant arrested days later during vehicle search for possession of firearm w same caliber (9mm)","Match",144
"70",10,"1706132065.89181",77.767697465606,"1706131469.76699"," defendant - Richard Cole - plead not guilty
felony - willfully discharging a firearm in a place of business

clerk could not ID robber face
fired a shot into the ceiling, and then demanded money (left w/o money, no one was hurt)
defendant arrested days later during vehicle search for possession of firearm w same caliber (9mm)

examiner: annual proficiency exams, accredited dept
","Match",144
"71",11,"1706132079.29229",77.767697465606,"1706131469.76699"," defendant - Richard Cole - plead not guilty
felony - willfully discharging a firearm in a place of business

clerk could not ID robber face
fired a shot into the ceiling, and then demanded money (left w/o money, no one was hurt)
defendant arrested days later during vehicle search for possession of firearm w same caliber (9mm)

examiner: annual proficiency exams, accredited dept
","Match",144
"72",12,"1706132190.02015",77.767697465606,"1706131469.76699"," defendant - Richard Cole - plead not guilty
felony - willfully discharging a firearm in a place of business

clerk could not ID robber face
fired a shot into the ceiling, and then demanded money (left w/o money, no one was hurt)
defendant arrested days later during vehicle search for possession of firearm w same caliber (9mm)

examiner: annual proficiency exams, accredited dept
checked ballistic markings of bullet found at scene and test fire of gun recovered at stop
(barrel of this gun twists right)","Match",144
"73",13,"1706132256.48796",77.767697465606,"1706131469.76699"," defendant - Richard Cole - plead not guilty
felony - willfully discharging a firearm in a place of business

clerk could not ID robber face
fired a shot into the ceiling, and then demanded money (left w/o money, no one was hurt)
defendant arrested days later during vehicle search for possession of firearm w same caliber (9mm)

examiner: annual proficiency exams, accredited dept
checked ballistic markings of bullet found at scene and test fire of gun recovered at stop
(test fire: 6 lands, twisted right)","Match",144
